offset,offset_fin,largo_original,encoding,texto,ruido_probable,palabra_reconocible,traduccion
0x11FF344,0x11FF35A,22,ascii,What about the leaf?  ,,si,
0x12035F3,0x1203601,14,ascii, SD%EdeVDB3D3D,si,,
0x1211C53,0x1211C61,14,ascii,654DoQ4cDsCb4+,si,,
0x1211C82,0x1211C8D,11,ascii,DUTQBVEDDa2,si,,
0x1211DB5,0x1211DBF,10,ascii,"D%PCAB""PD3",si,,
0x121D052,0x121D05C,10,ascii,"""!""!""1 ! A",,,
0x121EFD2,0x121EFDC,10,ascii,"02R-C ""P?3",,,
0x12249B3,0x12249C1,14,ascii,"dVSnSTefVVEV5,",si,,
0x122A5C2,0x122A5CC,10,ascii,"""31DeDdu5""",si,,
0x1249FF2,0x1249FFC,10,ascii,"340""651RD!",si,,
0x1254622,0x125462C,10,ascii,"0A""/-:""""A.",si,,
0x1254D06,0x1254D11,11,ascii,Pn2E133Q&3+,si,,
0x12562E6,0x12562F1,11,ascii,D3!QE24DAD+,si,,
0x125A922,0x125A92D,11,ascii,"U34/2""S5?2%",si,,
0x125FB43,0x125FB4D,10,ascii,"T%SO R""R1U",,si,
0x126F672,0x126F67C,10,ascii,"""""""O!B1CB1",si,,
0x126F992,0x126F99C,10,ascii,"S21pB13""""2",si,,
0x126FD42,0x126FD4E,12,ascii,"3A""""""01A 02""",,,
0x127FB04,0x127FB0E,10,ascii,P/!nOP11%!,si,,
0x1282942,0x128294D,11,ascii,Uo%UCD4%C5R,si,,
0x1283D56,0x1283D61,11,ascii,Cdcm4uQRAS+,si,,
0x1284634,0x1284641,13,ascii,VQ%%C%ScpC&T+,si,,
0x12848B2,0x12848BE,12,ascii,"%""%%!5o?3C2c",si,,
0x12854E2,0x12854F0,14,ascii,WSB16t4!&s256t,si,,
0x1285547,0x1285551,10,ascii,"3001!/"" 3,",,,
0x1285C35,0x1285C41,12,ascii,WTo5352&C6q+,si,,
0x1285F92,0x1285F9D,11,ascii,"!0""2!!!!2!!",si,,
0x12888B2,0x12888BC,10,ascii,sbes4&TC4D,si,,
0x1289902,0x1289911,15,ascii,"dQb""'S6DcE5&BM,",si,,
0x128F100,0x128F14A,74,ascii,"I thought you had a challenge for\nus, Jonathan.  It's from a black\npoppy. ",,si,
0x128F15C,0x128F16A,14,ascii,"A poppy, huh? ",,,
0x128F17C,0x128F1BA,62,ascii,"It's the main ingredient of Narc,\nthe semi-synthetic narcotic.",,si,
0x128F1CC,0x128F1F6,42,ascii,They were talking about it on the\nnews.   ,,si,
0x128F208,0x128F21A,18,ascii,I'm not surprised.,,si,
0x128F22C,0x128F24E,34,ascii,Narc's become an epidemic here.   ,,si,
0x128F260,0x128F27E,30,ascii,So there is a drug connection?,,si,
0x128F290,0x128F2C6,54,ascii,All poppy cultivation was stamped\nout here years ago. ,,si,
0x128F2D8,0x128F2FE,38,ascii,This was probably smuggled from\nHome. ,,si,
0x128F310,0x128F33E,46,ascii,Then Hojo was involved with\npoppy trafficking?,,si,
0x128F350,0x128F366,22,ascii,I wouldn't be so sure.,,si,
0x12981D2,0x12981DD,11,ascii,fVWfd0edUQ6,si,,
0x129E0D2,0x129E0DC,10,ascii,3C2TUE%C1u,si,,
0x129E782,0x129E78C,10,ascii,DdUEF40Ad5,si,,
0x12A26F5,0x12A2700,11,ascii, 33CCC33433,si,,
0x12ABCC5,0x12ABCCF,10,ascii,F2B2/QCC0.,si,,
0x12ACC95,0x12ACCA1,12,ascii,"J'b%!nFTATe,",si,,
0x12AE822,0x12AE82C,10,ascii,UEEGg6B4C4,si,,
0x12AE8B2,0x12AE8BD,11,ascii,"RFTUW65D3E""",si,,
0x12AED76,0x12AED81,11,ascii,"""B!!StE33C4",si,,
0x12AEF86,0x12AEF91,11,ascii,"SVEaefC""""AE",si,,
0x12B5492,0x12B54A0,14,ascii,CDCCDDFUDUTCSD,si,,
0x12B54B2,0x12B54C0,14,ascii,"!""22""2CDDCTCU4",si,,
0x12C2243,0x12C224D,10,ascii,3BD3%%UD0A,si,,
0x12CA0D5,0x12CA0E1,12,ascii,NOA3CC3333A%,si,,
0x12D3172,0x12D317D,11,ascii,CARABC4D%!?,si,,
0x12E96A3,0x12E96AD,10,ascii,eedCS!VED%,si,,
0x12EA0B2,0x12EA0BC,10,ascii,"WdR&4.""5a4",si,,
0x12EABC2,0x12EABD0,14,ascii,"D""%&Cq3""1A2pD5",si,,
0x12EAEC2,0x12EAECD,11,ascii, 6&75125?gt,si,,
0x12EB7E3,0x12EB7ED,10,ascii,"SO1BA""0oP0",,si,
0x13053D5,0x13053DF,10,ascii,"2?B142C3""/",si,,
0x13057C6,0x13057D0,10,ascii,"33A1E3C2""a",si,,
0x130B8D0,0x130B902,50,ascii,I say we pay a visit to Tokugawa\nPharmaceuticals. ,,si,
0x130B914,0x130B94E,58,ascii,It's where Hojo works.  I'm sure\nwe'll learn something.   ,,si,
0x130B960,0x130B996,54,ascii,"That's fine, but we need to watch\nhow we handle this. ",,si,
0x130B9A8,0x130B9CA,34,ascii,Now I can thank them in person.   ,,si,
0x130B9DC,0x130B9F6,26,ascii,They got rid of my SAS.   ,,si,
0x130BA08,0x130BA1A,18,ascii,Anymore questions?,,,
0x1313F02,0x1313F0C,10,ascii,"D43""""""""""""""",si,,
0x132D2D4,0x132D2E1,13,ascii," D23.!""3E3""1+",si,,
0x133C792,0x133C7A0,14,ascii,"DD433333333""""""",si,,
0x13448C0,0x13448DE,30,ascii,This is the shooting range.   ,,si,
0x13448F0,0x1344926,54,ascii,We're all required to practice at\nleast twice a week. ,,si,
0x1344938,0x134496E,54,ascii,There's a pair of ear protectors on\nthe wall there.   ,,si,
0x1344980,0x13449B6,54,ascii,"We use live rounds, so it gets\npretty loud in here.   ",,si,
0x13449C8,0x13449DA,18,ascii,Can I use it too? ,,si,
0x13449EC,0x1344A02,22,ascii,I don't see why not.  ,,si,
0x1344A14,0x1344A42,46,ascii,I take it you registered your gun\nat customs? ,,si,
0x1344A54,0x1344A6E,26,ascii,"Yeah, even the rifling.   ",,si,
0x1344A80,0x1344AB2,50,ascii,That terminal on the table controls\neverything.   ,,si,
0x1344AC4,0x1344AF6,50,ascii,It'll also display all your session\ndata for you. ,,si,
0x1344B08,0x1344B12,10,ascii,"However,  ",,,
0x1344B24,0x1344B3A,22,ascii,the training programs ,,si,
0x1344B4C,0x1344B7E,50,ascii,are technically designed for use\nwith lift guns.  ,,si,
0x1344B90,0x1344BA2,18,ascii,Those things....  ,,si,
0x1344BB4,0x1344BFA,70,ascii,"Yeah, guns that suppress recoil\nso they can be used in\nweightlessness.",,si,
0x1344C0C,0x1344C3A,46,ascii,Nearly all guns on the colony are\nlift guns.  ,,si,
0x1344C4C,0x1344C8E,66,ascii,There's a second explosion the\nmoment a round exits the muzzle.   ,,si,
0x1344CA0,0x1344CB6,22,ascii,Kinda like a rocket.  ,,,
0x1344CC8,0x1344CF2,42,ascii,That prevents most recoil from\noccurring. ,,si,
0x1344D04,0x1344D4E,74,ascii,Wouldn't another explosion right\noutside the barrel throw off your\naim?   ,,si,
0x1344D60,0x1344D9E,62,ascii,Not when you have a laser\nkeeping you locked onto your\ntarget.,,si,
0x1344DB0,0x1344DC2,18,ascii,"Pretty handy, huh?",,,
0x1344DE8,0x1344E26,62,ascii,They also have a few other\nfeatures to absorb residual recoil.,,si,
0x1347EA2,0x1347EAD,11,ascii,!!DB3U21N'!,si,,
0x1349175,0x1349181,12,ascii,1f6RU5SD&2!3,si,,
0x134AC27,0x134AC31,10,ascii,"!B2!fV""A23",si,,
0x134F9B3,0x134F9BD,10,ascii,"? /O,NM /N",,,
0x1351843,0x135184E,11,ascii, ?!D5fWUEuR,si,,
0x1364CA2,0x1364CB0,14,ascii,CDE44DEEUEC23E,si,,
0x1364CB2,0x1364CC0,14,ascii,U433TVTeU4CDCD,si,,
0x1364CC2,0x1364CD0,14,ascii,4DD3ETUVEDTVeT,si,,
0x1364CE2,0x1364CF0,14,ascii,FU6DdVdUefffUf,si,,
0x1364CF2,0x1364D00,14,ascii,3334C332433D33,si,,
0x1364D02,0x1364D10,14,ascii,"""33C3333C33C3C",si,,
0x1364D22,0x1364D30,14,ascii,3DC333D3333343,si,,
0x1364D32,0x1364D40,14,ascii,VUEUTTTTeUTUUU,si,,
0x1364D42,0x1364D4D,11,ascii,4E5DSCCEDdT,si,,
0x136D002,0x136D00C,10,ascii,43DTEFeSdC,si,,
0x136D3E2,0x136D3EC,10,ascii,2233D444D!,si,,
0x1371F27,0x1371F31,10,ascii,"BB&76dRAc,",si,,
0x1371FA6,0x1371FB1,11,ascii," b3S 3 14n,",,,
0x137E452,0x137E45C,10,ascii,CDdUdDVegU,si,,
0x138B192,0x138B19D,11,ascii,2212CCDUcdE,si,,
0x1391F37,0x1391F41,10,ascii,qN BSdDge%,,,
0x13A9663,0x13A966F,12,ascii,"!"".""VS4eD3U""",si,,
0x13AB457,0x13AB461,10,ascii,"""C21FfUVRG",si,,
0x13AB517,0x13AB521,10,ascii,15%//A&!!(,si,,
0x13BABC5,0x13BABD1,12,ascii,-?1S34ed5Se9,si,,
0x13BAFA2,0x13BAFAD,11,ascii,VvD5dwTU'53,si,,
0x13C96A7,0x13C96B1,10,ascii,12! 4B2C5D,,,
0x13D2C17,0x13D2C21,10,ascii,ddcu7CsfS&,si,,
0x13E1743,0x13E174F,12,ascii,"1"" USS?TR""""P",,,
0x13E2782,0x13E278E,12,ascii,CSdUcbqpq3Us,,si,
0x13F4CA6,0x13F4CB1,11,ascii,TE 1SDN4F3+,,,
0x13FF474,0x13FF480,12,ascii,"!""""1""33C333""",si,,
0x1426AC7,0x1426AD1,10,ascii,0 0N02!R5E,,,
0x1455D22,0x1455D2C,10,ascii,4f!2dvfUW&,si,,
0x1456EC5,0x1456ECF,10,ascii,!C3SECeDcF,si,,
0x145F070,0x145F086,22,ascii,"Pretty good, Jonathan.",,,
0x145F098,0x145F0B6,30,ascii,Mind if I show you something? ,,si,
0x145F0C8,0x145F0E6,30,ascii,Dave? Not often you're here.  ,,si,
0x145F0F8,0x145F116,30,ascii,I thought I'd join the party. ,,si,
0x145F128,0x145F14E,38,ascii,"How about... Training Mode, Level\n1.  ",,si,
0x145F160,0x145F16A,10,ascii,No sweat. ,,si,
0x1477772,0x147777D,11,ascii,PaF0!!2QnBA,si,,
0x1481297,0x14812A1,10,ascii,2B!0C22RB(,si,,
0x148AD13,0x148AD21,14,ascii,4UTUV64TfvVE26,si,,
0x1497070,0x149707E,14,ascii,Impressive!   ,si,,
0x149C090,0x149C0A2,18,ascii,One should always ,,si,
0x149C0B4,0x149C0E6,50,ascii,inflict the least damage needed to\nmake an arrest.,,si,
0x14A3E04,0x14A3E11,13,ascii,",R1LM1N+!cU2%",si,,
0x14AC870,0x14AC88A,26,ascii,"Nice shooting, Jonathan.  ",,,
0x14AC89C,0x14AC8AE,18,ascii,"Nice, but weak.   ",,si,
0x14AC8D8,0x14AC8F2,26,ascii,I'll show you how I roll. ,,si,
0x14AC904,0x14AC926,34,ascii,"Training Mode, Level 2.  Ready?   ",,,
0x14B82D2,0x14B82DC,10,ascii,"0.?c""ERT2S",si,,
0x14BAFA5,0x14BAFB1,12,ascii," TO0 35BO"" &",,si,
0x14CC302,0x14CC310,14,ascii,"""""""233C3CD4333",si,,
0x14CC342,0x14CC350,14,ascii,34D33CETDC3C4S,si,,
0x14CC352,0x14CC360,14,ascii,"DTE4333""3DUUef",si,,
0x14CC362,0x14CC370,14,ascii,fVeeeeVE433DCC,si,,
0x14CC3D2,0x14CC3E0,14,ascii,C3344DDDDTDT4D,si,,
0x14CC3E2,0x14CC3F0,14,ascii,DTD3DTTEDEUDDD,si,,
0x14CC3F2,0x14CC400,14,ascii,TDDE4DED333C43,si,,
0x14DB870,0x14DB89A,42,ascii,That kills any interest I had in\nMeryl.   ,,si,
0x14DB8AC,0x14DB8C2,22,ascii,That's gotta hurt.... ,,,
0x14DFC46,0x14DFC50,10,ascii,R5Cfu6S4CE,si,,
0x14E6EA2,0x14E6EAD,11,ascii,11224DCVA5A,si,,
0x14EC0A0,0x14EC0DA,58,ascii,A guy's most vital of vital spots. \nI'm sure you agree.   ,,si,
0x14EC0EC,0x14EC106,26,ascii,I'll see you back at Vice.,,si,
0x14EC118,0x14EC142,42,ascii,"Not bad, Meryl.  Way too good for\nVice.   ",,si,
0x14EC154,0x14EC17E,42,ascii,Where'd you learn how to shoot\nlike that? ,,si,
0x14F8534,0x14F8541,13,ascii, T!BSA3! CBU%,,,
0x1510C42,0x1510C50,14,ascii,D44DD4DD4443C3,si,,
0x1510C52,0x1510C5F,13,ascii,43D3334334333,si,,
0x1512870,0x1512886,22,ascii,"Pathetic, Policenaut. ",,,
0x1512898,0x15128A2,10,ascii,Redwood?  ,,,
0x15128B4,0x15128DA,38,ascii,This is how we do things on\nBeyond.   ,,si,
0x15128EC,0x151290A,30,ascii,Level 3 Training Mode.  Watch.,,,
0x1516C74,0x1516C81,13,ascii,"""""4313D34B4C(",si,,
0x15273F2,0x1527400,14,ascii,34D4DDDD43DCD2,si,,
0x152D123,0x152D12D,10,ascii,"3""33CSDdT""",si,,
0x1534087,0x1534091,10,ascii,"  /1""!AC""C",,,
0x153E6F2,0x153E700,14,ascii,"4""133TU4TDETUV",si,,
0x153E8B5,0x153E8C0,11,ascii,"""""""""""""33333",si,,
0x153E8C2,0x153E8D1,15,ascii,"CDDDDDTUUUUUUf,",si,,
0x153EA32,0x153EA40,14,ascii,VUdUEUUEDDDDDD,si,,
0x153EA42,0x153EA50,14,ascii,"D3333333""""""""""""",si,,
0x153ECD2,0x153ECE0,14,ascii,"""""""""""""""3333333",si,,
0x153ECE2,0x153ECF0,14,ascii,3333DDDDDCECDD,si,,
0x153ECF2,0x153ED00,14,ascii,TUUUUUUUUUUfff,si,,
0x153ED02,0x153ED11,15,ascii,"3333333CDDDDDD,",si,,
0x153EE52,0x153EE60,14,ascii,DDDD3333333333,si,,
0x153EE62,0x153EE70,14,ascii,UUUUUUUUUDDDDD,si,,
0x153F142,0x153F150,14,ascii,"""""233333333333",si,,
0x153F152,0x153F160,14,ascii,3333CDDDDDDDDD,si,,
0x153F162,0x153F170,14,ascii,DDDDDDDDDDTUUU,si,,
0x153F172,0x153F180,14,ascii,UUUUUUUUUUdUEU,si,,
0x153F182,0x153F190,14,ascii,UUUUUUUfffffff,si,,
0x153F192,0x153F1A0,14,ascii,ffffffffffffff,si,,
0x153F1A2,0x153F1B0,14,ascii,feffffffffffff,si,,
0x153F1B2,0x153F1C0,14,ascii,ffffffffffffff,si,,
0x153F1C2,0x153F1D0,14,ascii,fffffVffffffff,si,,
0x153F1D2,0x153F1E0,14,ascii,ffffffffUUUUUU,si,,
0x153F1E2,0x153F1F0,14,ascii,UUUUUUUUUUEUUU,si,,
0x153F1F2,0x153F200,14,ascii,UUUUUUUUUUUUDD,si,,
0x153F202,0x153F210,14,ascii,DDDDDDDDDDDDDC,si,,
0x153F212,0x153F220,14,ascii,ECDDD433333333,si,,
0x153F222,0x153F230,14,ascii,"3333333333333""",si,,
0x153F232,0x153F240,14,ascii,"""""""""""""""""""""""""""""",si,,
0x153F4D2,0x153F4E0,14,ascii,"""""""""""""""""""""""""""""",si,,
0x153F4E2,0x153F4EC,10,ascii,"""""""""""""""""1""",si,,
0x153F4F2,0x153F500,14,ascii,"""""""""""""""""""""""""""""",si,,
0x153F502,0x153F510,14,ascii,"""""""""""""""""""""""""""!",si,,
0x153F512,0x153F520,14,ascii,"""""""""""""""""""""""""""""",si,,
0x153F522,0x153F530,14,ascii,"""""""""""""""""""""""""""""",si,,
0x1540070,0x154007E,14,ascii,Jesus Christ! ,,,
0x15490C8,0x15490EE,38,ascii,Reflexes don't mean a thing\nanymore.  ,,,
0x1549114,0x154913E,42,ascii,"Once a lift gun has you, it never\nlets go.",,si,
0x154E3A3,0x154E3B1,14,ascii,W3CTSADcRDE'1+,si,,
0x155CBF3,0x155CBFF,12,ascii,"P!dR""CBA3P.C",si,,
0x155DA72,0x155DA7E,12,ascii,AC6eGTv4&4BQ,si,,
0x1565373,0x1565381,14,ascii,"!!.02/A?Nt/,sC",si,,
0x156B870,0x156B896,38,ascii,Be sure to pick up your shell\ncasings.,,si,
0x156B8A8,0x156B8E6,62,ascii,Lift guns don't expel shells.  I'd\nnever hear the end of it.  ,,si,
0x156B8F8,0x156B90A,18,ascii,"Hey, you're right.",,,
0x156F9F2,0x156F9FF,13,ascii, 2 eP3S2m%65R,,,
0x1572CA6,0x1572CB1,11,ascii,PSCTCBDbTU(,si,,
0x15735D2,0x15735DD,11,ascii,"!B31 C332""1",,,
0x1574D83,0x1574D8D,10,ascii,3 0Ad1PD%A,,,
0x1575EF2,0x1575EFD,11,ascii,"!!3""""B!""!""!",si,,
0x1575F57,0x1575F61,10,ascii,"A2AO2B133,",si,,
0x157C782,0x157C790,14,ascii,"VfVDE%4CeU5""C3",si,,
0x157C7B2,0x157C7C0,14,ascii,eFVVUUVfeeTeEE,si,,
0x1581787,0x1581791,10,ascii,"T2""C41C5A,",si,,
0x1581B14,0x1581B1F,11,ascii,2C%21DRnQB2,si,,
0x1582C34,0x1582C40,12,ascii,"2CA""22""4A4O4",si,,
0x1583186,0x1583191,11,ascii,"%B32""34A3C,",si,,
0x158A870,0x158A88A,26,ascii,Don't forget your shells. ,,si,
0x1591856,0x1591861,11,ascii,?RDAad2UbR6,si,,
0x1594870,0x159487A,10,ascii,Jonathan? ,si,,
0x159488C,0x15948AA,30,ascii,"I know, I know, the shells.   ",,si,
0x15A3F45,0x15A3F50,11,ascii, 3TCTeE3AeE,si,,
0x15A6070,0x15A6086,22,ascii,Gonna practice too?   ,,,
0x15A6098,0x15A60A2,10,ascii,Not today.,,si,
0x15A60B4,0x15A60BE,10,ascii,Come on.  ,,si,
0x15A60D0,0x15A60FA,42,ascii,It's been years since I've seen you\nshoot.,,si,
0x15A610C,0x15A612A,30,ascii,I'm... not that good anymore. ,,si,
0x15A613C,0x15A6162,38,ascii,My eyes aren't what they used to\nbe.  ,,si,
0x15A6174,0x15A617E,10,ascii,Oookay....,si,,
0x15AB1C3,0x15AB1CE,11,ascii,"""!!""""""12""AO",si,,
0x15AE713,0x15AE71F,12,ascii,CFBS%T1d5aMr,si,,
0x15B8DC4,0x15B8DD1,13,ascii,"56DRCRo""o40%,",si,,
0x15C1C06,0x15C1C10,10,ascii,"3""""2433""2""",si,,
0x15C2A34,0x15C2A3E,10,ascii,Ef%%DT44nT,si,,
0x15C7476,0x15C7481,11,ascii,"""""""4134542)",si,,
0x15CAEB2,0x15CAEBD,11,ascii,DR3CCCCDTVE,si,,
0x15CFF12,0x15CFF1F,13,ascii,DaS%U2Rue4PBG,si,,
0x15D1C06,0x15D1C10,10,ascii,-NOBCDDC21,si,,
0x15D61A2,0x15D61B0,14,ascii,ffeETUEUeUVffU,si,,
0x15D8070,0x15D8082,18,ascii,This is the lobby.,,si,
0x15D8094,0x15D80DA,70,ascii,"Apart from its size, it ain't that\ndifferent from stations on Home.   ",,si,
0x15D80EC,0x15D810E,34,ascii,A little too shipshape for Home.  ,,si,
0x15DBF37,0x15DBF41,10,ascii,"1""""344DCBD",si,,
0x15DE8F5,0x15DE8FF,10,ascii,"3?3GW2""443",si,,
0x15E1374,0x15E1381,13,ascii,"""2!4""4""R!?  7",,,
0x15E3492,0x15E349D,11,ascii,VFRpRS510RD,si,,
0x15EA3D4,0x15EA3DF,11,ascii,"aDBN,QQUUEB",si,,
0x15F9070,0x15F908A,26,ascii,"Alright, let's get moving.",,,
0x1603088,0x160309A,18,ascii,ready to head out?,,si,
0x16030AC,0x16030BE,18,ascii,Where's our ride? ,,si,
0x16030D0,0x16030FE,46,ascii,We can use one of the squad cars\nover there.  ,,si,
0x161F8C8,0x161F8E2,26,ascii,This is our latest model. ,,si,
0x161F908,0x161F942,58,ascii,All vehicles on Beyond are\nrequired to be non-polluting.  ,,si,
0x161F954,0x161F996,66,ascii,"It's 100% zero emissions,\nsix-parts electric, four-parts\nsolar.   ",,,
0x161F9A8,0x161F9C2,26,ascii,So no gas stations here?  ,,si,
0x161F9D4,0x161F9FA,38,ascii,Not unless you count charge\nstations. ,,si,
0x161FA0C,0x161FA46,58,ascii,They even recover all battery\nheavy metals after use too. ,,si,
0x1622DD2,0x1622DDC,10,ascii,"22224434R""",si,,
0x1631EB3,0x1631EBD,10,ascii,5 1ecAEFQO,,,
0x1640837,0x1640841,10,ascii,4ERaC3E&TG,si,,
0x164E8F2,0x164E8FC,10,ascii,bBS0VnAGBp,si,,
0x164F6F4,0x164F6FF,11,ascii,1D5!2ST2  2,,,
0x1651D26,0x1651D31,11,ascii,%CCc%SB2&3K,si,,
0x166B4F6,0x166B501,11,ascii,TTrFFqtTrQ%,si,,
0x1679880,0x16798AA,42,ascii,No can do.  We don't know where\nhe lives. ,,si,
0x16798BC,0x16798CE,18,ascii,What do you mean? ,,si,
0x16798E0,0x16798FA,26,ascii,Can't you just look it up?,,si,
0x167990C,0x1679926,26,ascii,We can't access any data  ,,si,
0x1679938,0x167994E,22,ascii,on Tokugawa employees.,,si,
0x1679960,0x16799B2,82,ascii,"Absolutely everything related to\nTokugawa is protected by law as\n""trade secrets"". ",,si,
0x16799C4,0x16799EA,38,ascii,None of it's available to the public. ,,si,
0x16799FC,0x1679A16,26,ascii,What fucking year is this?,,si,
0x168FD32,0x168FD3D,11,ascii,3DTE6FUTUfT,si,,
0x1693045,0x1693051,12,ascii,"C3""%FDCuD- D",,,
0x1694AC7,0x1694AD1,10,ascii,"3C""4SQR P+",,,
0x1694BE7,0x1694BF1,10,ascii,"CE&PA1%C1,",si,,
0x1695297,0x16952A1,10,ascii,"1A""DCPBB1+",si,,
0x1695EA2,0x1695EB1,15,ascii,"%cEBO%E""54CTB4,",si,,
0x169C352,0x169C361,15,ascii,UEUGS7VEUC&REB%,si,,
0x16A77A7,0x16A77B1,10,ascii,"""3/02P201,",si,,
0x16C1335,0x16C1341,12,ascii,"""C%""30P%T5B+",si,,
0x16C2347,0x16C2351,10,ascii,4PVO2bb0%+,si,,
0x16CB070,0x16CB07A,10,ascii,Get in.   ,,si,
0x16CB08C,0x16CB0BA,46,ascii,I'm surprised they let you behind\nthe wheel.  ,,si,
0x16CB0CC,0x16CB122,86,ascii,"Relax, these ain't the sports cars\nyou get on Home.  They're more\nthe pussy variety.  ",,si,
0x16CB134,0x16CB146,18,ascii,They're smart cars,,,
0x16CB158,0x16CB17E,38,ascii,loaded with a computer support\nsystem.,,si,
0x16CB190,0x16CB1AA,26,ascii,That's a slight relief.   ,,,
0x16CF363,0x16CF36D,10,ascii,"A""!0""//""A!",si,,
0x16D5092,0x16D50A0,14,ascii,4T344DUUUUUD33,si,,
0x16DACE2,0x16DACEF,13,ascii,"C""3!!10BDDUv5",si,,
0x16E1632,0x16E1640,14,ascii,"nf3""V3U3C6uFBT",si,,
0x16EAB12,0x16EAB1D,11,ascii,"sC1""""TD2BT4",si,,
0x16FF953,0x16FF95D,10,ascii,!4.!!3J20?,si,,
0x170A3F2,0x170A3FC,10,ascii,434C3EVeU5,si,,
0x170A5B2,0x170A5BF,13,ascii,BB3SSDE6FUeT&,si,,
0x170D8C2,0x170D8CC,10,ascii,?Ub1nAabfA,si,,
0x170E774,0x170E780,12,ascii,"%3D2OA23P3""3",si,,
0x171F832,0x171F83E,12,ascii,dR1bD4E4D! B,,,
0x17206D7,0x17206E1,10,ascii,"AD2TC0PB2,",si,,
0x1721FD2,0x1721FDF,13,ascii,"""124B""3""""B24C",si,,
0x1734262,0x1734271,15,ascii,oSSUcO0!VftDSc+,si,,
0x17449B0,0x17449D2,34,ascii,"You can't smoke here, Jonathan.   ",,si,
0x17449E4,0x17449F2,14,ascii,In the car?   ,,si,
0x1744A04,0x1744A32,46,ascii,Smoking's prohibited throughout\nthe colony.   ,,si,
0x1744A44,0x1744A92,78,ascii,You guys a bunch of health nuts?\nThese barely give off any\nsecondary smoke.   ,,si,
0x1744AA4,0x1744AE2,62,ascii,"Look, you're not on Home. \nSmoking's a serious offense here.  ",,si,
0x1744AF4,0x1744B1A,38,ascii,You can't become a lung donor\neither. ,,si,
0x1744B2C,0x1744B4A,30,ascii,It's a disgusting thing to do.,,si,
0x1744B5C,0x1744B7A,30,ascii,Who said I was gonna light it?,,si,
0x1744B8C,0x1744BB2,38,ascii,"Since when did you ever smoke,\nanyway?",,si,
0x1744BC4,0x1744BDE,26,ascii,I'm not bothering anyone. ,,si,
0x1744BF0,0x1744C1E,46,ascii,Pretty soon you won't even need\nto suck on it.,,si,
0x1744C48,0x1744C5E,22,ascii,Yeah.  Just you watch.,,si,
0x1780362,0x178036C,10,ascii,13DBCE34ED,si,,
0x1781D37,0x1781D41,10,ascii,?BDCS/D57(,si,,
0x179D834,0x179D83E,10,ascii,"""""22""3BBCD",si,,
0x17A79B2,0x17A79BC,10,ascii,"!""0f61c3!""",si,,
0x17B6847,0x17B6851,10,ascii,D&DDRe5R!(,si,,
0x17BB452,0x17BB45D,11,ascii,"/- 1TV 1!,!",,,
0x17CB9B2,0x17CB9BD,11,ascii,SwTV4C3C3DT,si,,
0x17DC070,0x17DC0AA,58,ascii,This is Tokugawa Pharmaceuticals'\nR&D outfit on Beyond.   ,,si,
0x17DC0BC,0x17DC0D6,26,ascii,No better place to start. ,,si,
0x17E60D5,0x17E60E0,11,ascii,"""2""""3C3""333",si,,
0x17E6292,0x17E62A0,14,ascii,C443DCD4D44BCC,si,,
0x17E62A2,0x17E62B0,14,ascii,TDC34332C34SCD,si,,
0x17E62B2,0x17E62C0,14,ascii,C4UDTDTUUTC4TU,si,,
0x17E62D2,0x17E62E0,14,ascii,3333B333D33333,si,,
0x17E62E2,0x17E62F0,14,ascii,33333333433333,si,,
0x17E6302,0x17E6310,14,ascii,DUTTE4DDUDDB33,si,,
0x17E8852,0x17E885D,11,ascii,B42SEbb%UT3,si,,
0x17EE8B2,0x17EE8C0,14,ascii,4CC3C43C333433,si,,
0x17EE8C2,0x17EE8D0,14,ascii,3C333C33333333,si,,
0x17EE8D2,0x17EE8E0,14,ascii,eUffffffffffef,si,,
0x17EE8E2,0x17EE8F0,14,ascii,eeVVUUUUeUUUUU,si,,
0x17EE8F2,0x17EE900,14,ascii,UUUUEUUTTUUDTE,si,,
0x17EE902,0x17EE910,14,ascii,DUEDUDSE4UDT4E,si,,
0x17EE912,0x17EE920,14,ascii,DS4T4DTDC4D44D,si,,
0x17EE922,0x17EE930,14,ascii,C4D44D444C344C,si,,
0x17F0870,0x17F0882,18,ascii,Let's head inside.,si,,
0x17F57C3,0x17F57CF,12,ascii,"gA%""53%""BdDC",si,,
0x17F5BD2,0x17F5BE1,15,ascii,oeGUSUEB4QTV5f+,si,,
0x17FA022,0x17FA030,14,ascii,"333""23""343""""3C",si,,
0x17FC0B0,0x17FC0F6,70,ascii,This is a Tokugawa\nPharmaceuticals research and\ndevelopment facility. ,,si,
0x17FC108,0x17FC13E,54,ascii,Entry of unauthorized personnel is\nstrictly forbidden.,,si,
0x17FC150,0x17FC176,38,ascii,"What's your business here,\ngentlemen? ",,si,
0x1807DC2,0x1807DCC,10,ascii,"DECP%.DP""D",si,,
0x1807EE7,0x1807EF1,10,ascii,"C""1P""4BQ +",,,
0x1810472,0x1810481,15,ascii,"Vb!cu%""aE2""EuF+",si,,
0x181A070,0x181A082,18,ascii,We're with BCP.   ,,si,
0x181A094,0x181A0DA,70,ascii,We'd like to talk to you about an\nemployee of yours called Kenzo\nHojo.,,si,
0x1830140,0x183014E,14,ascii,The police?   ,si,si,
0x1830160,0x1830172,18,ascii,"Oh, so that's it. ",,si,
0x1830184,0x1830196,18,ascii,Sorry about that. ,,si,
