id,jp_addr,tipo,destino,bytes,original,traduccion,notas
174,0x4E2B,redirect,0x55C4,70,   Tokugawa and Gates await in the Garden.\n  Jonathan hurries ahead.{0D},,
175,0x4E66,redirect,0x560A,107,"   A duel with Redwood unfolds.  Injured,\n Redwood continues up the stairs. \n Jonathan hurries after him.{0D}",,
176,0x4ECD,redirect,0x5675,140,"   Jonathan faces off with Redwood in a\n duel.  Abandoning his EMPS, Redwood\n escapes to the 30th floor.  Jonathan now\n tries to find him.{0D}",,
177,0x4F36,redirect,0x5701,120,"   Facing off with Redwood in a battle to\n the death, Jonathan reaches the 20th\n floor.  He now tries to find Redwood.{0D}",,
178,0x4F8F,redirect,0x5779,126,"   A duel with Redwood unfolds. \n Abandoning his EMPS, Redwood escapes\n to the 20th floor.  Jonathan now tries to\n find him.{0D}",,
179,0x4FEC,redirect,0x57F7,91,"   Jonathan survives a brutal shootout in\n the lobby, though his true enemies lie\n above.{0D}",,
180,0x5037,redirect,0x5852,25,   View Summary Screen?{0D},,
181,0x5056,redirect,0x586B,5,Yes{0D},,
182,0x505B,redirect,0x5870,4,No{0D},,
183,0x5062,inplace,0x5062,9,act7.pak,,sin codigo 91: revisar
184,0x506B,inplace,0x506B,9,act6.pak,,sin codigo 91: revisar
185,0x5074,inplace,0x5074,9,act5.pak,,sin codigo 91: revisar
186,0x507D,inplace,0x507D,9,act4.pak,,sin codigo 91: revisar
187,0x5086,inplace,0x5086,9,act3.pak,,sin codigo 91: revisar
188,0x508F,inplace,0x508F,9,act2.pak,,sin codigo 91: revisar
189,0x5098,inplace,0x5098,9,act1.pak,,sin codigo 91: revisar
190,0x50A1,inplace,0x50A1,13,prologue.pak,,sin codigo 91: revisar
